voyageid,voyagerank,voyagename,port,sailingfrom,ground,yearout,dayout,yearin,dayin,returncode,agentid,agent,bone,sperm,oil,customsdistrict,logbookexists,aowllink,crewlistlink,source,masterid,master,fate,birth,birthlocation,death,deathlocation,wife,wifetosea,vitalrecordssource,lateroccupation,vesselid,vessel,rig,tonnage,builtplace,builtdate,end,denniswood,logbookscan,voyagecode,boatcode,max_distance,years,price_sperm,price_sperm_real,price_oil,price_oil_real,price_bone,price_bone_real,lost,lost_total,_merge2,product,product_nom,tonn_avg,enddate,life,duration,mastercode,age,lay,_merge,Total,experience,re_prod,n_voyage,l_re_prod,change_boat,stay_boat
AV12071,1,R. S. Graham : 1899-1900,"New Bedford, MA",,Atlantic,1899,1899 Aug 21 #,1900,1900,,AA0019,"Allen, Timothy C.",0,0,2600,New Bedford,MSM,NULL,1,"1, 13, 5, 50",AM1055,"Cleveland, Benjamin D.",,1844,"Edgartown or West Tisbury, MA",1925,,,,"8, 449, 619, 590",Whaling merchant,AS0767,R. S. Graham,Schr,324,"Mulford, DE",1871,,,NULL,10973,755,,1,.49000001,.63999999,.34999999,.44999999,2.7,3.51,.083333336,3,Matched (3),49140,38220,324,1900,29,1,921,,,both in master and using data,9,4,49140,4,11629.8,1,
AV08367,1,Leonora : 1901-1902,"New Bedford, MA",,Desolation,1901,1901 Jul 31 #,1902,1902,,AA0019,"Allen, Timothy C.",0,0,2900,New Bedford,KWM,NULL,1,"1, 13, 6, 5",AM1055,"Cleveland, Benjamin D.",,1844,"Edgartown or West Tisbury, MA",1925,,,,"8, 449, 619, 590",Whaling merchant,AS0760,Leonora,Brig,459/411,"Columbia Falls, ME",1874,,,NULL,7626,748,,1,.56,.69,.38,.47,2.6500001,3.27,.1388889,5,Matched (3),57246,46284,435,1906,,1,921,56,,both in master and using data,9,5,57246,5,49140,1,
AV03556,1,Daisy : 1905-1906,"New Bedford, MA",,Desolation,1905,1905 Jun 6 #,1906,1906,L,AA0253,"Cleveland, Benjamin D.",0,0,2450,New Bedford,"MVH, PPL",NULL,1,"1, 13, 6, 5",AM1055,"Cleveland, Benjamin D.",,1844,"Edgartown or West Tisbury, MA",1925,,,,"8, 449, 619, 590",Whaling merchant,AS0714,Daisy,Brig,383,"Brookhaven, NY",1872,"Lost, 1917",,NULL,3254,702,,1,.46000001,.51999998,.31,.34999999,4.9000001,5.5700002,.047619049,1,Matched (3),36015,31899,383,1917,,1,921,,,both in master and using data,9,6,36015,6,57246,1,
AV03557,1,Daisy : 1906-1907,"New Bedford, MA",,Kerguelen,1906,1906 Sep 25 #,1907,1907,L,AA0253,"Cleveland, Benjamin D.",0,50,2450,New Bedford,"MSM, PPL",NULL,1,"1, 13, 6, 138, 5",AM1055,"Cleveland, Benjamin D.",,1844,"Edgartown or West Tisbury, MA",1925,,,,"8, 449, 619, 590",Whaling merchant,AS0714,Daisy,Brig,383,"Brookhaven, NY",1872,"Lost, 1917",,NULL,3255,702,,1,.50999999,.56999999,.33500001,.37,4.5,5,.028571429,1,Matched (3),39270,35542.5,383,1917,,1,921,,,both in master and using data,9,7,39270,7,36015,,1
AV03558,1,Daisy : 1908-1909,"New Bedford, MA",,Atlantic,1908,1908 May 12 #,1909,1909,L,AA0253,"Cleveland, Benjamin D.",0,300,2150,New Bedford,"PPL, NBW",NULL,1,"1, 13, 6, 12, 5",AM1055,"Cleveland, Benjamin D.",,1844,"Edgartown or West Tisbury, MA",1925,,,,"8, 449, 619, 590",Whaling merchant,AS0714,Daisy,Brig,383,"Brookhaven, NY",1872,"Lost, 1917",,NULL,3256,702,,1,.56999999,.62,.31999999,.34999999,3.75,4.0799999,.1,3,Matched (3),39417,36078,383,1917,45,1,921,,,both in master and using data,9,8,39417,8,39270,,1
AV00006,1,A. E. Whyland : 1910,"New Bedford, MA",,Atlantic,1910,1910 Apr 26,1910,1910,,AA0253,"Cleveland, Benjamin D.",0,320,0,New Bedford,,NULL,1,"1, 13, 12, 5",AM1055,"Cleveland, Benjamin D.",,1844,"Edgartown or West Tisbury, MA",1925,,,,"8, 449, 619, 590",Whaling merchant,AS0743,A. E. Whyland,Schr,96,"Essex, MA",1888,"Torpedoed off Teneriffe, 1918",,NULL,6,733,,0,.63,.61000001,.38,.37,,,0,0,Matched (3),,,96,1918,30,1,921,,,both in master and using data,9,9,,9,39417,1,
AV00086,1,Abbott Lawrence : 1869-1872,"Fairhaven, MA",,,1869,1869 Jun 28,1872,1872,So,AA0231,"Church, James I.",0,468,7,New Bedford,,NULL,1,"1, 4, 7, 5, 564",AM1060,"Cleveland, Hiram Judson",,"Dec 26, 1829","Edgartown, MA","July 16, 1914","Edgartown, MA",Hepsa H. Athearn,,564,,AS0048,Abbott Lawrence,Bark / Brig,160,"Duxbury, MA",1849,"Withdr for freighting, 1872; sold to New Bedford 1874",4-220,NULL,80,49,,3,1.78,1.1799999,1.0175,.67000002,1.24,.81999999,.12162162,18,Matched (3),23391.059,35286.824,160,1881,,3,926,,,both in master and using data,4,1,7797.0195,1,,,
AV04673,1,Eunice H. Adams : 1872-1874,"New Bedford, MA",,,1872,1872 Jun 17,1874,1874,C,AA0760,"Lewis, William",0,598,0,New Bedford,,NULL,1,"1, 4, 7, 5, 564",AM1060,"Cleveland, Hiram Judson",,"Dec 26, 1829","Edgartown, MA","July 16, 1914","Edgartown, MA",Hepsa H. Athearn,,564,,AS0200,Eunice H. Adams,Brig / Schr,107,"Bristol, RI",1845,"Broken up at New Bedford, 1896",4-349,NULL,4286,199,,2,1.4525,1.0700001,.65499997,.47999999,1.285,.94,.1875,18,Matched (3),26874.121,36480.988,107,1896,,2,926,42,,both in master and using data,4,2,13437.061,2,7797.0195,1,
AV06058,1,Hadley : 1874-1877,"New Bedford, MA",,Atlantic,1874,1874 Oct 29,1877,1877 Jul 25,C,AA0760,"Lewis, William",0,910,1260,New Bedford,,NULL,1,"1, 13, 4, 50, 5, 564",AM1060,"Cleveland, Hiram Judson",,"Dec 26, 1829","Edgartown, MA","July 16, 1914","Edgartown, MA",Hepsa H. Athearn,,564,,AS0295,Hadley,Bark,163,,1849,"Cond and broken up, 1878",,NULL,5553,289,,3,1.59,1.26,.60500002,.47999999,1.1,.87,.029411765,2,Matched (3),73558.797,92786.398,163,1878,,3,926,44,,both in master and using data,4,3,24519.6,3,13437.061,1,
AV14137,1,Tropic Bird : 1878-1881,"New Bedford, MA",,"Atlantic, Pacific",1878,1878 Sep 3,1881,1881 Jul 19,C,AA0760,"Lewis, William",600,1085,70,New Bedford,NBW,NULL,1,"1, 13, 6, 395, 5, 564",AM1060,"Cleveland, Hiram Judson",,"Dec 26, 1829","Edgartown, MA","July 16, 1914","Edgartown, MA",Hepsa H. Athearn,,564,,AS0658,Tropic Bird,Bark,220/150/145/138,"So Dartmouth, MA",1851,"Cond and sold at Bermuda, Sept, 1885",,NULL,12815,649,,3,.91500002,1.01,.44,.47999999,2.46,2.7,.10280374,11,Matched (3),49056.898,44466.152,163.25,1885,,3,926,,,both in master and using data,4,4,16352.3,4,24519.6,1,
AV15086,1,Valparaiso : 1848-1852,"New Bedford, MA",,Pacific,1848,1848 Jun 26,1852,1852,,AA0564,Hathaway & Luce,0,1218,53,New Bedford,,NULL,1,"1, 2, 4, 7, 395, 5, 76",AM1062,"Cleveland, William",,c. 1809,,1873,prob Holmes Hole,Clarissa (died) | Emily,1,574,,AS0671,Valparaiso,Bark,402,"Baltimore, MD",1835,Stone Fleet #2,2-657,NULL,13712,662,,4,1.0033,1.22,.33000001,.40000001,.25400001,.31,.076335877,20,Matched (3),63300.723,52059.391,402,1861,,4,928,,,both in master and using data,4,1,15825.181,1,,,
AV10073,1,Morning Star : 1853-1857,"New Bedford, MA",,Pacific,1853,1853 Nov 7,1857,1857,So,AA1274,"Thomas, S. & Co.",0,1503,0,New Bedford,"NBW, CCC",NULL,1,"4, 6, 42, 68, 7, 395, 5",AM1062,"Cleveland, William",,c. 1809,,1873,prob Holmes Hole,Clarissa (died) | Emily,,574,,AS0478,Morning Star,Bark,305/238/239,"South Dartmouth, MA",1853,"Sold for a coal barge, 1914",3-218,NULL,9172,468,,4,1.2474999,1.29,.58125001,.60000002,.345,.36000001,.074193545,23,Matched (3),81432.539,78749.68,260.66666,1914,,4,928,,,both in master and using data,4,2,20358.135,2,15825.181,1,
AV11186,1,Pacific : 1858-1859,"New Bedford, MA",,,1858,1858 Oct 5,1859,1859 Apr 17,L,AA1032,"Reynard, William H.",0,800,0,New Bedford,PR,NULL,1,"1, 4, 7, 112, 5, 50",AM1062,"Cleveland, William",,c. 1809,,1873,prob Holmes Hole,Clarissa (died) | Emily,,574,,AS0532,Pacific,Bark / Ship,314,"Scituate, MA",1818,"Lost, Bering Is July, 1866",3-347,NULL,10163,520,,1,1.21,1.3,.54000002,.57999998,.92250001,.99000001,.11153846,29,Matched (3),43680,40656,314,1866,,1,928,,.083333336,both in master and using data,4,3,43680,3,20358.135,1,
AV04338,1,Elliot C. Cowdin : 1860-1864,"New Bedford, MA",,Pacific,1860,1860 May 23,1864,1864,So,AA1302,Tucker & Cummings,0,1310,13,New Bedford,WES,NULL,1,"1, 4, 85, 7, 5, 395",AM1062,"Cleveland, William",,c. 1809,,1873,prob Holmes Hole,Clarissa (died) | Emily,,574,,AS0195,Elliot C. Cowdin,Ship,285/280,"South Dartmouth, MA",1855,"Sold foreign, 1864",3-660,NULL,3977,194,,4,1.415,1.52,.495,.52999997,.80199999,.86000001,.069565214,16,Matched (3),83919.781,78123.57,282.5,1864,9,4,928,,,both in master and using data,4,4,20979.945,4,43680,1,
AV09485,1,McDonough : 1832-1834,"New London, CT",,,1832,1832,1834,1834 Sep 1,,,NULL,,,,New London,MAU,1,1,"4, 65, 66, 335, 357, 434, 445, 5",AM1069,"Clift, Hiram",,1803,"Mystic, CT",1874,,,,"115, 449, 590","Fur sealing, Gold Rush, retired to upstate New York",AS1912,McDonough,Schr,124/125,"Glastonbury, CT",1826,,,NULL,8650,1853,12.648525,2,.85000002,.88999999,.235,.25,.13,.14,.035502959,6,Matched (3),,,124.5,1840,,2,930,,,both in master and using data,3,1,,1,,,
AV11081,1,Ospray : 1835-1836,"New London, CT",,Falkland Is,1835,1835,1836,1836 Aug 4,,,NULL,8000,0,900,New London,MSM,NULL,1,"11, 6, 357, 445, 5",AM1069,"Clift, Hiram",,1803,"Mystic, CT",1874,,,,"115, 449, 590","Fur sealing, Gold Rush, retired to upstate New York",AS2120,Ospray,Brig,,,1833,,,NULL,10064,2042,,1,.83999997,.83999997,.38999999,.38999999,.20999999,.20999999,.041284405,9,Matched (3),16422,16422,,1836,,1,930,,,both in master and using data,3,2,16422,2,,1,
AV13712,1,Tampico : 1840-1841,"Mystic, CT",,South Atlantic,1840,1840 Jun 22,1841,1841 Mar,C,AA0822,"Mallory, Charles",0,100,0,New London,MSM,NULL,1,"1, 11, 4, 6, 5, 7, 66, 434, 639",AM1069,"Clift, Hiram",,1803,"Mystic, CT",1874,,,,"115, 449, 590","Fur sealing, Gold Rush, retired to upstate New York",AS2716,Tampico,Brig,125,"Groton, CT",1824,"Cond at St. Catharines, Brazil, Mar, 1841",1-489,NULL,12462,2591,,1,1,1.05,.30000001,.31999999,.19,.2,.033457249,9,Matched (3),4410,4200,125,1841,17,1,930,,,both in master and using data,3,3,4410,3,16422,1,
AV13142,1,Sharon : 1845-1848,"Fairhaven, MA",,Pacific,1845,1845,1848,1848,C,AA0509,Gibbs & Jenney,21000,200,2000,New Bedford,NBW,NULL,1,"1, 2, 4, 6, 7, 395, 5",AM1072,"Clough, Benjamin",,1819,"Monmouth, ME","May 12,1889","Vineyard Haven, MA",Charlotte Chase Downs,,"111, 590, 620, 655",,AS2382,Sharon,Ship,354,"Rochester, MA-Mattapoisett, MA",1837,"Sold to Boston, 1861; cond at Sydney, Jan 18, 1863",2-602,NULL,11941,2284,,3,.88,1.0599999,.32875001,.40000001,.33625001,.41,.11145511,36,Matched (3),51114,42068.25,354,1863,,3,933,,.05882353,both in master and using data,5,1,17038,1,,,
AV05132,1,Frances Henrietta : 1848-1851,"New Bedford, MA",,Pacific,1848,1848 Aug 29,1851,1851 Jan 16,,AA1061,"Rodman, Samuel W.",40782,304,2814,New Bedford,NBW,NULL,1,"1, 2, 4, 7, 112, 5, 395, 638",AM1072,"Clough, Benjamin",,1819,"Monmouth, ME","May 12,1889","Vineyard Haven, MA",Charlotte Chase Downs,,"111, 590, 620, 655",,AS0217,Frances Henrietta,Bark / Ship,407,"Philadelphia, PA",1803,Stone Fleet I,2-224,NULL,4704,215,,3,1.0033,1.22,.33000001,.40000001,.25400001,.31,.076335877,20,Matched (3),75494.578,62170.805,407,1860,,3,933,,.05882353,both in master and using data,5,2,25164.859,2,17038,1,
AV10460,1,Niagara : 1851-1854,"Fairhaven, MA",,Pacific,1851,1851,1854,1854,,AA0233,"Church, Nathan",63498,62,5073,New Bedford,NBW,NULL,1,"1, 4, 6, 5, 7, 395, 672",AM1072,"Clough, Benjamin",,1819,"Monmouth, ME","May 12,1889","Vineyard Haven, MA",Charlotte Chase Downs,,"111, 590, 620, 655",,AS2042,Niagara,Ship,538,New York,1851,,2-642,1,9519,1969,,3,1.2725,1.53,.453125,.55000001,.345,.41999999,.078291818,22,Matched (3),147839.58,121765.93,538,1854,3,3,933,,.071428575,both in master and using data,5,3,49279.859,3,25164.859,1,
AV05509,1,General Scott : 1855-1858,"Fairhaven, MA",,,1855,1855 Sep 3,1858,1858 Jul 18,So,AA0233,"Church, Nathan",14700,488,1608,New Bedford,"NBL, NBW",1,1,"1, 4, 6, 50, 7, 112, 5, 395, 638",AM1072,"Clough, Benjamin",,1819,"Monmouth, ME","May 12,1889","Vineyard Haven, MA",Charlotte Chase Downs,,"111, 590, 620, 655",,AS0263,General Scott,Bark / Ship,361,"Kennebunk, ME",1838,"Sold to Boston, 1862",3-547,NULL,5050,258,31.435667,3,1.772,1.61,.713,.64999998,.45249999,.41,.12396694,30,Matched (3),82923.961,91123.828,361,1862,,3,933,,,both in master and using data,5,4,27641.32,4,49279.859,1,
AV10627,1,Northern Light : 1864-1867,"New Bedford, MA",,Arctic,1864,1864 Dec 8,1867,1867,L,AA0140,"Bourne, Jonathan, Jr.",14200,1350,795,New Bedford,PR,NULL,1,"1, 4, 5, 7, 395",AM1072,"Clough, Benjamin",,1819,"Monmouth, ME","May 12,1889","Vineyard Haven, MA",Charlotte Chase Downs,,"111, 590, 620, 655",,AS0503,Northern Light,Bark / Ship,513/385/365,"Mattapoisett, MA",1851,Withdr 1896; lost 1898,4-153,NULL,9661,492,,3,1.78,.92000002,1.28,.66000003,1.8,.93000001,.11111111,18,Matched (3),87407.398,169225.2,421,1898,,3,933,,,both in master and using data,5,5,29135.799,5,27641.32,1,
AV15753,1,William Wilson : 1872-1873,"Marion, MA",,Atlantic,1872,1872 May 27,1873,1873 Jun 15,C,AA0547,"Hadley, Andrew J.",285,222,5,New Bedford,,NULL,1,"1, 4, 277, 5",AM1073,"Cluny, Edward",,"Aug 18, 1844",,"Sept 24, 1873","Fall River, MA",,,591,,AS0710,William Wilson,Schr,92/91/87,"Plymouth, MA",1856,"Cond and broken up, 1889",4-247,NULL,14321,699,,1,1.4525,1.0700001,.65499997,.47999999,1.285,.94,.1875,18,Matched (3),10345.381,14046.885,90,1889,33,1,934,,,both in master and using data,1,1,10345.381,1,,,
AV02604,1,Charles : 1845-1849,"New Bedford, MA",,Indian,1845,1845 Jul 7,1849,1849,L,AA1060,"Rodman, Samuel",0,1859,0,New Bedford,NBL,1,1,"1, 4, 6, 7, 5, 395, 449",AM1075,"Coan, Enard(e)",,"Apr 25, 1813","Guilford, Connecticut",,,,,"449, 590, 620",Farming in New Bedford,AS0091,Charles,Ship,290,"Chatham, CT",1817,"Lost, 1855",2-87,NULL,2374,91,22.378569,4,.88,1.0599999,.32875001,.40000001,.33625001,.41,.11145511,36,Matched (3),82762.672,68708.641,290,1855,,4,936,,,both in master and using data,1,1,20690.668,1,,,
AV13726,1,Taunton : 1839-1840,"Fall River, MA",,,1839,1839 Nov 30,1840,1840,C,AA0256 ?,"Cobb, William",,,,Fall River,,NULL,1,"5, 21, 7",AM1081,"Cobb, William",,,,,,,,,,AS2475,Taunton,Brig,103,"Elizabeth City, NC",1836,"Condemned, 1840",1-533,NULL,12475,2376,,1,1.03,.92000002,.345,.31,.1825,.16,.059859157,17,Matched (3),,,103,1840,,1,940,,,both in master and using data,1,1,,1,,,
AV02086,1,Bruce : 1844-1847,"Fairhaven, MA",,,1844,1844 Nov 22,1847,1847,L,AA0148,"Bradford, M. O.",0,570,0,New Bedford,KWM,NULL,1,"1, 2, 4, 6, 7, 5, 395",AM1082,"Cochrane, David***",L,,,,,,,,,AS1013,Bruce,Bark / Ship,172/148,"Kingston, MA",1826,"Wrecked and cond at Zanzibar, June, 1858",2-62,NULL,1908,988,,3,.90499997,1.1799999,.36500001,.47,.40000001,.51999998,.079710148,22,Matched (3),28249.199,21665.699,160,1858,,3,941,,.0625,both in master and using data,4,1,9416.3994,1,,,
AV08102,1,L. C. Richmond : 1851-1854,"New Bedford, MA",,,1851,1851,1854,1854,,AA1390,"Wood, James B. & Co.",39944,444,1958,New Bedford,,NULL,1,"1, 4, 7, 5, 395",AM1082,"Cochrane, David",,,,,,,,,,AS0377,L. C. Richmond,Ship,341,"Bristol, RI",1833,Stone Fleet #1,2-388,NULL,7385,368,,3,1.2725,1.53,.453125,.55000001,.345,.41999999,.078291818,22,Matched (3),90537.719,74773.445,341,1861,,3,941,,.05882353,both in master and using data,4,2,30179.24,2,9416.3994,1,
AV08103,1,L. C. Richmond : 1854-1857,"New Bedford, MA",,Baja,1854,1854 Oct 31,1857,1857,,AA1390,"Wood, James B. & Co.",23000,47,2127,New Bedford,KWM,NULL,1,"1, 4, 6, 7, 161, 5, 395",AM1082,"Cochrane, David",,,,,,,,,,AS0377,L. C. Richmond,Ship,341,"Bristol, RI",1833,Stone Fleet #1,3-178,NULL,7386,368,,3,1.4875,1.38,.59625,.55000001,.39199999,.36000001,.073248409,23,Matched (3),60137.82,65217.723,341,1861,28,3,941,,.071428575,both in master and using data,4,3,20045.939,3,30179.24,,1
AV10844,1,Oliver Crocker : 1858-1863,"New Bedford, MA",,Pacific,1858,1858 Oct 25,1863,1863,L,AA1390,"Wood, James B. & Co.",23200,393,2599,New Bedford,KWM,1,1,"1, 4, 6, 7, 395, 5",AM1082,"Cochrane, David",,,,,,,,,,AS0519,Oliver Crocker,Bark / Ship,353/305,"Mattapoisett, MA",1850,"Aband near Pt Belcher, 1871 | Starb says lost in 1851",3-233,NULL,9849,508,31.373064,5,1.21,1.3,.54000002,.57999998,.92250001,.99000001,.11153846,29,Matched (3),107737.44,100319.59,329,1871,21,5,941,,,both in master and using data,4,4,21547.488,4,20045.939,1,
AV09566,1,Mercator : 1843-1845,"New Bedford, MA",,,1843,1843 Jun 20,1845,1845,C,AA0949,"Parker, John A.",5000,763,885,New Bedford,,NULL,1,"1, 2, 4, 64, 7, 395, 5",AM1092,"Cook, Samuel E.",,,,,,,,,,AS0408,Mercator,Bark / Ship,246,"Westport, MA",1805,"Cond at Paita, 1856",1-311,NULL,8719,397,,2,.63,.83999997,.345,.46000001,.35749999,.47999999,.077738516,22,Matched (3),46416.84,34800.129,246,1856,,2,949,,,both in master and using data,4,1,23208.42,1,,,
AV03851,1,Dragon : 1847,"New Bedford, MA",,,1847,1847,1847,1847,L,AA1286,Tobey & Ricketson,,,,New Bedford,PR,NULL,1,"1, 2, 4, 5, 7",AM1092,"Cook, Samuel E.",,,,,,,,,,AS1156,Dragon,Bark / Brig,190,"Duxbury, MA",1805,Lost in 1847 at Cape Verdes,1-167,NULL,3531,1121,,0,1.002548,1.11,.36000001,.40000001,.30875,.34,.047781572,14,Matched (3),,,190,1847,,1,949,,.083333336,both in master and using data,4,2,,2,23208.42,1,
AV02307,1,Canton II : 1855-1858,"New Bedford, MA",,"S Atlantic, Indian",1855,1855 Sep 5,1858,1858,L,AA1305,"Tucker, Charles R. & Co.",1370,1250,175,New Bedford,NBL,1,1,"1, 4, 6, 5, 7, 50, 395",AM1092,"Cook, Samuel E.",,,,,,,,,,AS0087,Canton II,Bark / Bark Or Ship,280/266/239/238,"Baltimore, MD",1835,"Wrecked on Island of Mayo, Cape Verde, Nov 26, 1910",3-38,NULL,2105,87,21.403278,3,1.772,1.61,.713,.64999998,.45249999,.41,.12396694,30,Matched (3),89864.203,98890.469,255.75,1910,,3,949,,.071428575,both in master and using data,4,3,29954.734,3,,1,
AV01787,1,Benjamin Tucker : 1859-1861,"New Bedford, MA",,Indian,1859,1859 Aug 3,1861,1861,B,AA1305,"Tucker, Charles R. & Co.",650,495,77,New Bedford,NBL,1,1,"1, 2, 4, 6, 7, 151, 5, 395, 452",AM1092,"Cook, Samuel E.*",K,,,,,,,,,AS0063,Benjamin Tucker,Ship,349,"Rochester, MA-Mattapoisett, MA",1839,Capt and burned by Alabama,3-26; 3-28,NULL,1630,63,22.491339,2,1.3625,1.4299999,.48500001,.50999999,.88,.93000001,.1124498,28,Matched (3),31983.539,30466.863,349,1862,,2,949,,,both in master and using data,4,4,15991.77,4,29954.734,1,
AV11090,1,Otranto : 1841-1842,"Fall River, MA",,Atlantic,1841,1841 Sep 16,1842,1842 Jun 10,So,AA1359,"Wilcox, Cranston",0,110,20,Fall River,,NULL,1,"1, 15, 4, 5, 7, 306, 50, 395",AM1093,"Cook, Samuel, Jr.",,,,,,,,,,AS0512,Otranto,Bark,150,"Guilford, CT",1832,"Sold for California, 1849",1-591,NULL,10073,501,,1,.94,1.02,.3175,.34999999,.19670001,.20999999,.062271062,17,Matched (3),5006.3999,4609.5,150,1849,,1,950,,,both in master and using data,2,1,5006.3999,1,,,
AV02541,1,Champion : 1842-1844,"Westport, MA",,Atlantic,1842,1842 Dec 27,1844,1844 Aug 1,,AA0589,"Hicks, Andrew",0,350,0,"New Bedford, MA",HH,NULL,1,"1, 2, 4, 6, 7, 5, 395",AM1093,"Cook, Samuel, Jr.",,,,,,,,,,AS1065,Champion,Bark,209,"Duxbury, MA",1831,"Withdr, 1863",1-542,NULL,2316,1036,,2,.73000002,.88999999,.33750001,.41,.24909,.30000001,.094117649,24,Matched (3),13083,10731,209,1863,,2,950,,.06666667,both in master and using data,2,2,6541.5,2,5006.3999,1,
AV08554,1,Lorenzo : 1820-1821,"New Bedford, MA",,Pacific,1820,1820,1821,1821,L,,NULL,,,,"New Bedford, MA",,NULL,1,"1, 4, 255, 5, 79",AM1096,"Coffin, Alexander Gardner",,"Nov 17, 1764",,"Feb 1, 1836",,Lydia Hussey | Polly Gelston,,79,,AS0367,Lorenzo,Ship,334,"New Bedford, MA",1811,"Lost off Peru, 1821",,NULL,7806,359,,1,.935,.88,.34999999,.33000001,.1,.090000004,.083333336,7,Matched (3),,,334,1821,10,1,954,,,both in master and using data,2,1,,1,,,
AV00641,1,Alliance : 1822-1824,"New Bedford, MA",,Pacific,1822,1822,1824,1824,C,,NULL,0,1400,0,New Bedford,,NULL,1,"1, 2, 4, 254, 395, 5, 79",AM1096,"Coffin, Alexander Gardner",,"Nov 17, 1764",,"Feb 1, 1836",,Lydia Hussey | Polly Gelston,,79,,AS0054,Alliance,Brig / Ship,235,"Chatham, CT",1810,"Cond at Buenos Ayres, Dec 1825",,NULL,588,55,,2,.64999998,.61000001,.31999999,.30000001,.12,.11,.018691588,2,Matched (3),35868,38220,235,1825,,2,954,,,both in master and using data,2,2,17934,2,,1,
AV01572,1,Barclay : 1824-1827,"New Bedford, MA",,Pacific,1824,1824,1827,1827,C,AA1079,"Rotch, William R. & Co.",0,2030,0,"New Bedford, MA",KWM,NULL,1,"2, 4, 69, 395, 5",AM1106,"Coffin, Alexander G., II",,,,,,,,,,AS0067,Barclay,Ship,281,"New Bedford, MA",1793,"Withdr and broken up, at NB, 1859",,NULL,1438,67,,3,.45500001,.46000001,.30000001,.31,.13,.13,.072072074,8,Matched (3),39219.602,38793.301,281,1859,,3,961,,,both in master and using data,2,1,13073.2,1,,,
AV01551,1,Barclay : 1831-1834,"New Bedford, MA",,Pacific,1831,1831,1834,1834,C,,NULL,0,1331,0,New Bedford,,NULL,1,"1, 4, 5, 7, 395",AM1106,"Coffin, Alexander G., II",,,,,,,,,,AS0067,Barclay,Ship,281,"New Bedford, MA",1793,"Withdr and broken up, at NB, 1859",1-50,NULL,1418,67,,3,.70999998,.75999999,.30000001,.31999999,.17,.18000001,.041958041,6,Matched (3),42485.52,39690.418,281,1859,,3,961,,,both in master and using data,2,2,14161.84,2,13073.2,,1
AV12567,1,Roscoe : 1855-1859,"New Bedford, MA",,Pacific,1855,1855 Jul 31,1859,1859,L,AA1054,"Robeson, Andrew",0,1457,0,New Bedford,,NULL,1,"1, 4, 5, 79, 7, 12, 395, 561, 536",AM1108,"Coffin, Alfred Miller",,"Apr 3, 1825","Nantucket, MA","Mar 28, 1895","Winchester, MA",Nancy M. Coffin ?,,"8, 561, 536, 79, 602, 591, 590",,AS0564,Roscoe,Bark / Ship,362/313,"Fairhaven, MA",1821,"Crushed by ice in the Arctic, Aug 19, 1872",3-263,NULL,11435,552,,4,1.772,1.61,.713,.64999998,.45249999,.41,.12396694,30,Matched (3),98522.344,108435.77,337.5,1872,,4,963,,,both in master and using data,1,1,24630.586,1,,,
AV06494,1,Herald : 1808-1810,"New Bedford, MA",,Cape of Good Hope,1808,1808 Sep 22,1810,1810 Apr 13,So,,NULL,0,0,400,"New Bedford, MA",,NULL,1,"1, 2, 4, 70, 79, 151, 234, 5, 255",AM1111,"Coffin, Ariel",,"Feb 6, 1775","Nantucket, MA","May 27, 1861","Nantucket, MA",Priscilla Fosdick | Judith Coffin,,"79, 598, 536",,AS0776,Herald,Bark / Ship,262,"New Bedford, MA",1798,"Sold to Honolulu, 1854; to SF, 1855",,NULL,5958,764,,2,.80000001,.69999999,.44,.38,.07,.059999999,.0625,2,Matched (3),6384,7392,262,1855,,2,967,33,,both in master and using data,1,1,3192,1,,,
AV12206,1,Rebecca Sims : 1828-1832,"New Bedford, MA",,Pacific,1828,1828 Nov 22,1832,1832 Apr 2,,,NULL,0,2600,0,New Bedford,,NULL,1,"1, 4, 5, 79, 395",AM1113,"Coffin, Barnabas",,"Apr 19, 1791",,"May 18, 1870",,Mary Starbuck,,79,,AS0574,Rebecca Sims,Ship,400,"Philadelphia, PA",1807,Stone Fleet #1,,NULL,11099,563,,4,.625,.63999999,.25999999,.27000001,.25,.25999999,.04587156,5,Matched (3),69888,68250,400,1862,,4,968,,,both in master and using data,2,1,17472,1,,,
AV12207,1,Rebecca Sims : 1832-1835,"New Bedford, MA",,Pacific,1832,1832 Aug 26,1835,1835 Dec 9,,AA1065,"Rodman, William R.",0,2194,45,"New Bedford, MA",,NULL,1,"1, 4, 79, 5, 395",AM1113,"Coffin, Barnabas",,"Apr 19, 1791",,"May 18, 1870",,Mary Starbuck,,79,,AS0574,Rebecca Sims,Ship,400,"Philadelphia, PA",1807,Stone Fleet #1,,NULL,11100,563,,3,.85000002,.88999999,.235,.25,.13,.14,.035502959,6,Matched (3),82484.219,78769.953,400,1862,,3,968,,,both in master and using data,2,2,27494.74,2,17472,,1
AV13433,1,Statesman : 1836-1838,"Salem, MA",,Pacific,1836,1836 Dec 20,1838,1838,C,AA0174,"Bryant, Timothy, Jr.",0,2100,0,Salem,,NULL,1,"1, 4, 28, 5, 7, 102, 622",AM1120,"Coffin, Charles N.",,,,,,,,,,AS2433,Statesman,Bark,258,"Cohasset, MA",1826,"Cond at Talcahuano, Nov 3, 1844",1-471,NULL,12205,2333,,2,.88999999,.77999997,.44,.38999999,.25,.22,.048543688,10,Matched (3),68796,78498,258,1844,18,2,973,37,,both in master and using data,2,1,34398,1,,,
